did,rkey,time_us,time_iso,langs,text
did:plc:pzahoryfwt5dpfnplk4ajn2z,3lsdowcxaps2a,1750754172060398,2025-06-24T08:36:12.060398+00:00,en,"""He's loving it!"" 🤗💖💦  Nothing like a cooling shower on a warm day, is there #TobyPig?! 🐗🚿☀️😎  #FriendsNotFood #FamilyNotFood #KindToAllKind #JustLikeUs #VeganSanctuary #VeganForHim #AllLivesARePrecious"
did:plc:pzahoryfwt5dpfnplk4ajn2z,3lsdp27rxrk2a,1750754303359655,2025-06-24T08:38:23.359655+00:00,en,"""He's loving it!"" 🤗💖💦  Nothing like a cooling shower on a warm day, is there #TobyPig?! 🐗🚿☀️😎  #FriendsNotFood #FamilyNotFood #KindToAllKind #JustLikeUs #VeganSanctuary #VeganForHim #AllLivesArePrecious"
did:plc:st27o5f5lidqshiiguk2zcsn,3lsdqmqyq6s2m,1750756000162806,2025-06-24T09:06:40.162806+00:00,en,"Magical vegan that tfs you into the animal of whatever meat you last ate  Don't worry, you'll be slaughtered so very ethically!"
did:plc:pzahoryfwt5dpfnplk4ajn2z,3lsdqonzsac2a,1750756061856288,2025-06-24T09:07:41.856288+00:00,en,"Love #TobyPig?! 🐗  Want to help ALL the animals at a vegan-run sanctuary?! 🤗  Why not consider sponsoring our sweet lad, for as little as £30 a year? (And the sponsor pack includes an invitation to *VISIT* this handsome boy 🏡🎉🥰)  www.farmanimalrescuesanctuary.co.uk/product/spon..."
did:plc:ihtuy6b25xmy362haoo4qlb3,3lsdrde54es2y,1750756757962690,2025-06-24T09:19:17.962690+00:00,en,"""oh cool, I'm not a vegan any more"""
did:plc:xydnqzqnwjyytqxgngzvtozp,3lsdrjmgixk2x,1750756971952977,2025-06-24T09:22:51.952977+00:00,en,www.sixvegansisters.com/2023/01/03/s...
did:plc:gave4g6gsphbhv3sftlteoel,3lsdrlb5q6c2r,1750757023668131,2025-06-24T09:23:43.668131+00:00,en,"""Kitchen game strong! Amazon's hottest utensils: Silicone baking mats for mess-free baking, Instant Pot accessories for pressure-cooking pros, and Plant-based blender bottles for smoothies on-the-go #AmazonKitchenEssentials #KitchenHacks"" buy from here: cutt.ly/jrEGLp0r"
did:plc:gtqsd24q54jdoqiikvsokzlt,3lsdsazddxk2a,1750757753749616,2025-06-24T09:35:53.749616+00:00,en,The body needs about 15 mg/day of carnitine from a combination of dietary sources and endogenous synthesis. A typical omnivorous diet provides about 24 to 145 mg carnitine daily for a person weighing 165 pounds…. a vegan diet provides about 1.2 mg. ods.od.nih.gov/factsheets/C...
did:plc:klaz5bjou6oafoucck2ewbkz,3lsdsp3732c2f,1750758252648802,2025-06-24T09:44:12.648802+00:00,en,Vegans vibrate on a different level.   It's a place where peace and love exists unseen and unheard. Like a dog whistle.  In fact it's the only place where peace and love lives.  Everywhere else is drowning in blood and brutality.  And the vibration there is steeped in darkness.
did:plc:gave4g6gsphbhv3sftlteoel,3lsdug5dwfs23,1750760072872985,2025-06-24T10:14:32.872985+00:00,en,"""Upgrade your Amazon shopping game! Score stylish & durable laptop bags for under $30! From water-resistant to vegan leather, our top picks for affordable Amazon laptop bags will keep your gear safe & stylish #AmazonDeals #LaptopBags #BudgetFashion"" Buy with discount - cutt.ly/jrEGLp0r"
did:plc:a3hacddj67snufdbueajgc7g,3lsdujlqob224,1750760194953113,2025-06-24T10:16:34.953113+00:00,en,"Looking for a low calorie, spicy vegan meal? This is my take on a classic Bangladeshi dish,”Hookoin Shira” which is traditionally made with dried fish but tastes almost as good without. Can be eaten as a soup or (my preference) with fresh white rice (1/3)"
did:plc:sn7mokbh2xb7x25hfj4s3rt7,3lsdutnoz2s2q,1750760526247701,2025-06-24T10:22:06.247701+00:00,en,"This 13 July, London: Blessed Hands is an interactive theatre and vegan cooking event exploring Sephardi Jewish identity, food, and gender. Join anthropologist and performer Dr. Michael Nahman for this unique experience. 🎟️(£) www.eventbrite.co.uk/e/blessed-ha... #FoodStudies"
did:plc:pu5xlkotrjcqnqnfqjeumhnp,3lsduwdsyhs24,1750760617979308,2025-06-24T10:23:37.979308+00:00,en,"Savor the best of plant-based cuisine at Tulsi Veg Restaurant! 🌱 Pure veg, fresh flavors & cozy vibes await you in Thamel. 📍 Amrit Marg, Kathmandu 📞 9706666155 | 9841698673 #TulsiVegRestro #VegetarianDelights #ThamelFood #PathaoFood #KathmanduEats"
did:plc:pkkmrfxesw63g5lfut7ruk3h,3lsdvexh32k2j,1750761106773099,2025-06-24T10:31:46.773099+00:00,en,One of the reasons non vegans find us vegans so annoying is that our lives are a constant reminder that animal abuse is never needed.    Not ever!  #vegan #veganism #fta
did:plc:dfiphbqdfreorbjtwvxr5y33,3lsdvn4bkx22y,1750761381448305,2025-06-24T10:36:21.448305+00:00,en,"And then you think they're talking about a guy that eats bacon and that annoys vegans but nope, serial sex pest"
did:plc:6bdlvrivbj4edxxsweiw2att,3lsdvnfzs5s2j,1750761395556168,2025-06-24T10:36:35.556168+00:00,en,Our fabulous lineup for this years #vcomabad at #vegancampout  Two nights of #drag #cabaret #karaoke #burlesque and #music  We can't wait!  #vegan #veganism #theveganqueens
did:plc:csi65ueceya6uvfqefadilj3,3lsdwjkhgc22a,1750762335248248,2025-06-24T10:52:15.248248+00:00,en,Going vegan and eco-friendly saved my life first.
did:plc:6qtuap57geu6e7aa7srhkiey,3lsdwjvxhn22j,1750762348972693,2025-06-24T10:52:28.972693+00:00,en,Good Morning sunshine☀️☕💝 #gr3tetag #tuesdayvibes  @mishylu.bsky.social @michellespenc.bsky.social @sugarbear76.bsky.social @justsomedude57.bsky.social @rushentkass.bsky.social @lavegannative.bsky.social @purplepeace.bsky.social @dindin6.bsky.social @gratitude333.bsky.social @mblue.bsky.social
did:plc:6tcpsnranwoezk6wuyozhf6b,3lsdwpc2zt225,1750762530053923,2025-06-24T10:55:30.053923+00:00,en,"A new UK gov-funded study shows insect protein for animal feed can have up to 13.5x the climate impact of soy. It props up factory farming, not sustainability. The real solution? Plants. A plant-based food system cuts emissions, saves land & water, and protects our future. #StopClimateChange"
did:plc:5hwl4mg3r5mqsls25m54ap4l,3lsdwpqmeh22f,1750762556651523,2025-06-24T10:55:56.651523+00:00,en,"Danish style rye bread is definitely not a sprinter, we're in for a cross country run.Takes about 5 hours to rise, a big spoon full of treacle helps it along. #veganbaking #veganfood"
did:plc:burspfcij6tfralbciubpmqs,3lsdwstojr22k,1750762647162468,2025-06-24T10:57:27.162468+00:00,en,Showing its possible shows its a choice to enjoy the fruits of cruelty.   Vegans are a mirror that show non vegans what their morals are.
did:plc:pxkyu3vlat3nyyarrwmvzod7,3lsdwt2yf5s2z,1750762659966747,2025-06-24T10:57:39.966747+00:00,en,Could insects replace meat as a sustainable protein? 🐛🍔 New research says no—due to the 'yuck' factor.    We explore the findings and why plant-based & cellular meat are better bets for sustainability here: bit.ly/45CooAd  #SustainableAgriculture #FutureofFood #ClimateAction #InsectFarming
did:plc:l5fq7xd3z4citquu7hzv7ypf,3lsdwuva6r22u,1750762722153140,2025-06-24T10:58:42.153140+00:00,en,Just 7% of the Buffy-tufted-ear #Marmosets' home remains in #Brazil 🇧🇷 they are on the edge of #extinction from #palmoil and #meat #deforestation. Fight for them and be #vegan 🍌🍉 #Boycottpalmoil and #Boycott4Wildlife 🌴🪔☠️🩸🔥🧐🙈🚫 @palmoildetect.bsky.social  palmoildetectives.com/2022/11/06/b...
did:plc:mwqczdfujgcbgezwmma7oyhi,3lsdwwp376k2k,1750762779458040,2025-06-24T10:59:39.458040+00:00,en,"Alt right pearl clutcher railing against monster erotica: ""minotaurs are not to be milked. Cows are!!""  Me, putting my annoying vegan hat on: ""ma'am, the minotaurs are consenting parties. Cows are not."""
did:plc:vthr4rc5dgfu4ntlrexlio3z,3lsdx25ect226,1750762895463957,2025-06-24T11:01:35.463957+00:00,en,For the love of animals #BeVegan
did:plc:a3ekktfqlxcjhddlvxosaus6,3lsdxocwids22,1750763569349791,2025-06-24T11:12:49.349791+00:00,en,Mornin’.  Top Meadow here on World Bee Sanctuary this morning.  A little bit of real and pure on a planet that needs real and pure now more than ever.  Go easy folks.  #worldbeesanctuary  #nature #bees #biodiversity #vegan #organic  #wildlife 🌍🐝 World Bee Sanctuary is an AI-free zone.
did:plc:pabe6dpi5o5htez2jnbeqhg5,3lsdxtxxp5s2k,1750763758269722,2025-06-24T11:15:58.269722+00:00,en,This Vegan Stroganoff Will Have Vegans Stroganoff
did:plc:bhhd7lxorrgbvf7ikp7t534s,3lsdxwvzwck2w,1750763860474752,2025-06-24T11:17:40.474752+00:00,en,"""It's just ideas that come to us as we jam"", say Fomies and that seems to work out pretty well. And with that, I mean: Please listen to their brilliant new album! And: Go check out my Fomies interview on Sounds Vegan now!  soundsvegan.com/2025/06/fomi...  #SoundsVegan #interview #music #HeavyMusic"
did:plc:mn2izhycvtft3gazawnfuosw,3lsdyh4q5uc2q,1750764409172839,2025-06-24T11:26:49.172839+00:00,en,"1/2 🧪 “The ethical side of it is that we don’t have the right to test on animals.”  In this powerful clip, Jessamy Korotoga, Head of Science at Animal Aid speaks out about the cruelty and injustice of animal testing   #animalrights #govegan #30daychallenge www.youtube.com/watch?v=l1vq..."
did:plc:xhsnmknznisg37oozn5h62gj,3lsdyipq2ks2i,1750764455670844,2025-06-24T11:27:35.670844+00:00,en,“As long as there are slaughterhouses there will be battlefields”  Why not go vegan today? 💚  #NonViolence #peace #vegan
did:plc:xhsnmknznisg37oozn5h62gj,3lsdza6ouvc2i,1750765242865257,2025-06-24T11:40:42.865257+00:00,en,"While we urge gov.t officials to act to ⬇️⬇️ GHGs and deforestation, we can all live vegan 🌱‬ ‪This may also prevent the next pandemic!‬  #climate #VeganIsTheFuture #ItsTheDiet #GoVegan #PrimumNonNocere #SéVegano #EatLikeAVegan #TakePandemicsOffTheMenu #NonViolence #SocialJustice #SomeoneNotSomething"
did:plc:okdvugl2ssrvfzsy4bcq2xzb,3lsdzdtey4224,1750765363986853,2025-06-24T11:42:43.986853+00:00,en,the curmudgeon brought me in vegan chocolate chip cookies so I guess today can’t be entirely bad.
did:plc:ihrrxvpfuwvypfeydfh5fpl6,3lse22zsci22h,1750766152196259,2025-06-24T11:55:52.196259+00:00,en,"Gym, swim, steam room, swim, sauna this morning. Followed by some vegan protein. Smoked paprika tempeh, tenderstem broccoli and red lentil soup - with plenty of chilli sauce. Workout details below, need to include hips and calves in future.   #fitness #gym #vegan #food #workout #muscle #london"
did:plc:35brb6ey5w6pfoozc2c3xg7m,3lse2a74lk22u,1750766318062220,2025-06-24T11:58:38.062220+00:00,en,"Tempeh is one of the healthiest #foods for #vegans to eat. It's a fermented soybean product, a complete protein, can lower bad cholesterol & triglycerides, rich in calcium, iron & probiotics & the highest #vegan source of L-carnitine.  Steam, marinate, bake/grill. Coat with a creamy tofu dip & bake."
did:plc:axdsqxo63xfle2xx4iyw2hyq,3lse2adg4vs2m,1750766321864461,2025-06-24T11:58:41.864461+00:00,en,Giving my little friend some love. #PlantBasedBites #Gardening #Pineapple #BloomScrolling
did:plc:z4eaixgqlgecpwk6l6rxkwfm,3lse2csz3vt2x,1750766403982818,2025-06-24T12:00:03.982818+00:00,en,"Chattanooga Vegan Chef Challenge @ Various locations (Jul 1, 8am) https://chatt.co/e/115271 #Chattanooga"
did:plc:35brb6ey5w6pfoozc2c3xg7m,3lse2onptnc2u,1750766802702749,2025-06-24T12:06:42.702749+00:00,en,#vegans #AnimalAbuse #NoAnimalUse   Telling the truth....
did:plc:s2kxj4ptpq56dsbjftwpmtp5,3lse2xcetk22v,1750767091660291,2025-06-24T12:11:31.660291+00:00,en,"Brought to you by the Food for Humanity Initiative of the @climate.columbia.edu, Season 2 of the Food Pod for Humanity has launched today! Hosts Dannie Dinh and @jochebedlj.bsky.social are exploring plant-based diets and alternative proteins this season. Check it out shorturl.at/sm5SE"
did:plc:u7xbbbsj5oodr6btxe4a4nnu,3lse2xgll2s2e,1750767125348834,2025-06-24T12:12:05.348834+00:00,en,"Our song, Prelude to Insanity with progressive video. Stop the hate, lies, fear, and violence of the conservatives #peace #equality #phoenixwise #theresistance #resist #antifa #blm #lgbtq Antifa and BLM #veganfortheanimals Vegan for the Animals #vegan www.youtube.com/watch?v=-uq7..."
did:plc:nqn5hbh7dqi6iacubmgfbgoy,3lse2ys6eu22d,1750767143410397,2025-06-24T12:12:23.410397+00:00,en,"Ichigo Matcha: Delicious layers of strawberry, oat milk, vanilla, and matcha at The Coffee in Viejo San Juan  #vegan #plantbased #matcha"
did:plc:35brb6ey5w6pfoozc2c3xg7m,3lse33fwlhc2u,1750767230453119,2025-06-24T12:13:50.453119+00:00,en,"Small red lentils cook quickly in 20 minutes. Great addition to a #vegan diet. They're an excellent source of #protein & fiber, which are beneficial for weight management, heart health, & blood sugar control, & a good source of iron, folate, magnesium, phosphorus... #VeganDiet #VeganFood #WholeFoods"
did:plc:dju7rgetkyq4hzeuhyzeqp47,3lse356nhms2t,1750767290675773,2025-06-24T12:14:50.675773+00:00,en,"Laina Green of the vegan community center isn't just an inspiring friend and leader...she's also the John wick of swimming🤣  There is no such thing as ""impossible task"" for John wick or Laina Green😉"
did:plc:bppj5sgbnido5vn3h2marahs,3lse3c4pwps2p,1750767457855799,2025-06-24T12:17:37.855799+00:00,en,Slaughtering animals for meat isn’t a collective need—it’s an individual choice. Let them live.  Going to post one of these every day as a reminder.  More at bit.ly/world-revisited  #nature #biodiversity #veganism #animalethics
did:plc:v3sth3c3zqadlx3d2rgfma2h,3lse3frngb22c,1750767579982785,2025-06-24T12:19:39.982785+00:00,en,"We cannot truly progress as a society if we continue supporting animal exploitation. Universal rights between all sentient life must be the foundation and framework upon which lasting civil rights is built upon. If you only support human rights but not animal rights, you have built a house of cards."
did:plc:fanp73ui6acpfmiwy4zs5etc,3lse3h3nsrc2e,1750767625152426,2025-06-24T12:20:25.152426+00:00,en,Review of 𝐖𝐢𝐥𝐝 𝐍𝐚𝐭𝐮𝐫𝐚𝐥 𝐃𝐞𝐨𝐝𝐨𝐫𝐚𝐧𝐭 𝐑𝐞𝐟𝐢𝐥𝐥𝐬 (Juicy Mango & Fresh Cotton Sea Salt) 𝐀𝐧𝐝 𝐑𝐞𝐮𝐬𝐚𝐛𝐥𝐞 𝐂𝐚𝐬𝐞𝐬 is now live on the blog 'Everything Enchanting'. Check it out 👇🏻  www.everythingenchanting.com/review-wild-...  #natural #deodorant #sustainable #review #beautysky #beauty #vegan #skincare
did:plc:tvshpiyviycbbyqan2t3axub,3lse3miopgk2c,1750767805156166,2025-06-24T12:23:25.156166+00:00,en,"And here my favourite easy, small batch ranch dressing. Love this stuff! theveganlunchbox.co.uk/easy-vegan-r..."
did:plc:clsbk2dqqtxrpoiyt5zqq6d3,3lse3ovj2gc2g,1750767883364113,2025-06-24T12:24:43.364113+00:00,en,"Had another Fennel bulb today, sautéed in spread with new potatoes and broad beans with parsley sauce #vegan food.  More left for salad later.  It's a shame that the quickly lose that special flavour when frozen."
did:plc:ssmabkknuaguloi2odwkc4pb,3lse3qd4jkc2y,1750767931253897,2025-06-24T12:25:31.253897+00:00,en,I’ll never forget when Subway took away the vegan meatball sub 💔
did:plc:t6xwzl35dbbxfzbddmvxubun,3lse3yfkfcy26,1750768201549438,2025-06-24T12:30:01.549438+00:00,en,"Plant-based diets fail at 11pm. Not at breakfast with your smoothie bowl. Not at lunch with your Buddha bowl. At 11pm when you're buzzing, or just done with the day. That's when you learn if this is sustainable or just another thing you tried. So I started there. Built backwards from chaos."
did:plc:ubism5krjvktd32724wbqe5b,3lse3ye6rrs2l,1750768225173924,2025-06-24T12:30:25.173924+00:00,en,Another update on what my vegan daughter is eating while living and teaching in China. “Big portion of noodles with a potato and pickled hot pepper dish to mix in. Hot and sour! Definitely enough to have a second meal later today too. 15元 [$2.09]”
did:plc:xw53mkkgwjzqwnz3nhqwdqv4,3lse4ehrw6c2a,1750768611848429,2025-06-24T12:36:51.848429+00:00,en,"🍾 The Master Series Captivate Collar With Body Chain elevates your wardrobe with a sexy, vegan-leather bondage collar. Designed for ultimate comfort and adjustability, it features golden buckles to ensure the perfect fit for any neck size.  🛍 shevibe.com/products/mas..."
did:plc:tvshpiyviycbbyqan2t3axub,3lse4gk5gd22c,1750768678275816,2025-06-24T12:37:58.275816+00:00,en,🍌 Today's next recipe is the most unctuous Caramel Banana Hand Pies made with filo pastry. You'll swoon over these! www.tinnedtomatoes.com/2019/10/cara... #veganfood #vegansky #veganrecipes #vegan
did:plc:hvfu77f43na4jyvziukz5bvp,3lse4kspmys2z,1750768820577942,2025-06-24T12:40:20.577942+00:00,en,"This article dissects this powerful lifestyle, revealing not only its ethical and environmental merits but also its transformative impact on human health. #vegan #veganism #animalrights #plantbased"
did:plc:od6zs776dlnwgw4ut7g5u5eg,3lse4waymc22z,1750769213759561,2025-06-24T12:46:53.759561+00:00,en,"""Many of our current leaders are not rising as visionaries—those who truly serve the well-being of people and the Earth. But don’t despair. This moment is a call for awakened hearts to step forward. Each of us carries the seed of change through conscious living and reverence for all life. #vegan"
did:plc:m77ltut7a43ww4kv3yi5h5l3,3lse54supss2y,1750769424156082,2025-06-24T12:50:24.156082+00:00,en,"For restaurant-perfect asparagus, put it in the air fryer! It's a super easy side that's ready in just 10 minutes.   Recipe: www.stephsunshine.co...  #veganfood #vegansofbsky #veganfta #vegansky #plantbased #whatveganseat #vegan"
did:plc:3oogon7dmy4evg6gxnqbpshl,3lse54zl3ok2s,1750769438259248,2025-06-24T12:50:38.259248+00:00,en,"At the #IARC2025, Katya Burns will explore how to decolonize animal rights funding by expanding support for Global South organizations through culturally grounded, locally driven approaches that reflect regional priorities and realities.  #AnimalRights #AnimalLiberation #AnimalRightsConference"
did:plc:vgh33holldlrj2spmxskac2b,3lse5e6xxv22m,1750769672353395,2025-06-24T12:54:32.353395+00:00,en,Not sure who to vote for today? Check out Voters for Animal Rights endorsements.  vfar.org/voterguide/
did:plc:fanp73ui6acpfmiwy4zs5etc,3lse5l7lnqk2d,1750769915374071,2025-06-24T12:58:35.374071+00:00,en,"Simple Replenishing Rich #Moisturiser 👉 non-greasy, fragrance-free, and budget-friendly. But does it actually hydrate? Find out what worked (and what didn’t) for me in this honest #skincare #review on the 'Everything Enchanting' blog👇🏻   www.everythingenchanting.com/review-simpl...  #dryskin #vegan"
did:plc:7vs7fbkam6azcbffwietmmgx,3lse5tefcc22c,1750770184072622,2025-06-24T13:03:04.072622+00:00,en,"Mac DeMarco announces new album & 2026 tour, shares ""Home"" www.brooklynvegan.com/mac-demarco-..."
did:plc:7vs7fbkam6azcbffwietmmgx,3lse5ulqp322p,1750770224611959,2025-06-24T13:03:44.611959+00:00,en,"TWIABP namedrop Snapcase as an influence on new album 'Dreams of Being Dust,' and the new single features Brendan Murphy of Counterparts www.brooklynvegan.com/twiabp-annou..."
did:plc:ewwwkdaurqzrask2yjpuu3kn,3lse5xucx5k2t,1750770331375662,2025-06-24T13:05:31.375662+00:00,en,"We need to get small business owners to consider that people walking around is basically like people browsing a store, i've spent stupid amounts of money at a cafe and vegan ice cream store by virtue of owning a dog"
did:plc:hapdrxdeuzp3cq6roic64kmx,3lse645rtsc2v,1750770477661861,2025-06-24T13:07:57.661861+00:00,en,"It is always wonderful to goto petuniaspiesandpastries.com for their crave-worthy vegan and gluten-free creations.  How wonderful that we can indulge in such deliciousness without consuming any animal products.  Such a win for all of us, the other animals, and our 🌎."
did:plc:u7xbbbsj5oodr6btxe4a4nnu,3lse6qorue22p,1750771192449537,2025-06-24T13:19:52.449537+00:00,en,"Donald tRump must be stopped! I wrote this song, Political Corruption, which is the effect of fascism and the evil conservatives #peace #equality #phoenixwise #theresistance #resist #antifa #blm #lgbtq  Antifa and BLM #veganfortheanimals Vegan for the Animals #vegan www.youtube.com/watch?v=JEPl..."
did:plc:7vs7fbkam6azcbffwietmmgx,3lse6vi3uk22c,1750771330372230,2025-06-24T13:22:10.372230+00:00,en,"SPRINTS sign to Sub Pop, announce new album & tour: hear ""Descartes"" www.brooklynvegan.com/sprints-sign..."
did:plc:7vs7fbkam6azcbffwietmmgx,3lse6xvilgc2p,1750771408173453,2025-06-24T13:23:28.173453+00:00,en,"""The Boy Is Mine"" collaborators Brandy & Monica will do their first-ever co-headlining tour this fall www.brooklynvegan.com/brandy-monic..."
did:plc:ly4sb6uuolea62e6xoq2gmz5,3lse7aqxtp22e,1750771703178160,2025-06-24T13:28:23.178160+00:00,en,"I like to call these people climate Eugenist. Because if you ever notice a lot of of these types are no different than the vegan PETA types. They spend their time shaming people with disabilities, people who are poor or low income, and people of color. They don’t care about the climate."
did:plc:fgi4rm4mlftjn35bpvhlg274,3lse7dth6hs2e,1750771816153549,2025-06-24T13:30:16.153549+00:00,en,"Insalata Pantesca al Tofu #Vegan Pantesca salad is a typical dish of the Pantelleria Island of Italy. I've only added tofu.  Boiled potatoes, boiled green beans (optional), tofu, capers, cherry tomatoes, Tropea onions or fresh red onions,herbs, olives, olive oil, freshly grounded black pepper,salt"
did:plc:tjoibdduqy4ptfujjbymmwer,3lse7hnlikl2v,1750771935373701,2025-06-24T13:32:15.373701+00:00,en,"Astronomical summer!  ⏱ Saturday 28th of June 2025, 13:00 - 17:00 📍 Nieuwe Vide, Energieplein 69, Haarlem  We welcome all transfem people for an afternoon with vegan snacks, soft drinks, tea and coffee. We also provide help, resources and insights (DIY, healthcare, sex life, work life,"
did:plc:3oogon7dmy4evg6gxnqbpshl,3lse7xaaeyk2s,1750772462561166,2025-06-24T13:41:02.561166+00:00,en,🌍🐾 Still some stall spaces left for #IARC2025! Want a stall to share your work with the animal rights community? Apply now: 🔗 www.ar-conference.org/stalls 💚 #AnimalRights #VeganCommunity #AnimalLiberation #stalls
did:plc:erbfxpiawb5r5ofh5jsqbpub,3lseafgn5ok2t,1750772934562868,2025-06-24T13:48:54.562868+00:00,en,"Went to Portland last week. I miiiiiight have eaten my way through every new vegan restaurant that opened in the past year.  ✨ If you’re planning a trip (or have a friend who is), I made you a guide. ✨  vegandollhouse.com/blog/portlan..."
did:plc:h52ptzgd7k4kybdcb4exri2p,3lseagzrsq22s,1750772991351382,2025-06-24T13:49:51.351382+00:00,en,🌱Vegan Society of Ireland Members – Don’t Miss Out!🌱 Did you know your membership gives you access to exclusive discounts at vegan and vegan-friendly businesses across Ireland? 🛍️💚 👉https://vegansociety.ie/discount-scheme/  #vegan #VSIdiscounts #vegansocietyireland #govegan #vegansireland #plantbased
did:plc:3h74jcjpmymjr2hs7q2eat4j,3lseamsqwtk2d,1750773187260282,2025-06-24T13:53:07.260282+00:00,en,"Not only do PSG have questions to answer about human rights, financial doping and sports washing, but now animal rights? I've no idea how high a rabbit bounces or how difficult it is to score with one on the half volley"
did:plc:dazpm5logm7yn35vrvz6fflx,3lseazkg6r62z,1750773608783613,2025-06-24T14:00:08.783613+00:00,en,Silence doesn’t erase suffering. #veganthreads 🌱
did:plc:pay452shtwvfa2ihrsv7b2g6,3lseb44js3k2w,1750773696595067,2025-06-24T14:01:36.595067+00:00,en,www.threads.com/@the_veganda...
did:plc:7vs7fbkam6azcbffwietmmgx,3lsebaehapc27,1750773844851462,2025-06-24T14:04:04.851462+00:00,en,"TV On The Radio announce Brooklyn fest ft. Flying Lotus, Sudan Archives, Moor Mother, SPELLLING, and more to be announced www.brooklynvegan.com/tv-on-the-ra..."
did:plc:7vs7fbkam6azcbffwietmmgx,3lsebgkcs3c2p,1750774047775895,2025-06-24T14:07:27.775895+00:00,en,"Superheaven announce tour with Cloud Nothings, End It, and Soul Blind www.brooklynvegan.com/superheaven-..."
did:plc:ybf54yl7auhmenbqhntr7vbe,3lsebgrjgws23,1750774067853730,2025-06-24T14:07:47.853730+00:00,en,More recent medical research points to the benefits of eating plants as a way to reduce the odds of developing dementia. Vegan for health. 🌱☮️
did:plc:ma64fok53zspo45zigzslayz,3lsebmpbcqk2m,1750774251550444,2025-06-24T14:10:51.550444+00:00,en,"Y'know, why didn't they vote for Jax to no longer have the ability to be mean? 🤔  They DID make him a vegan. XD #tadc #theamazingdigitalcircus"
did:plc:jhyb25ajd2xsv23ncho5ntr2,3lsebrdrnws22,1750774418474230,2025-06-24T14:13:38.474230+00:00,en,Guess what's for dinner today 🌱🥔😋 #vegan #plantbased #wfpb
did:plc:t6xwzl35dbbxfzbddmvxubun,3lsebu4wece2l,1750774500698147,2025-06-24T14:15:00.698147+00:00,en,"5 years plant-based. Here's what nobody tells you: It's not about finding the perfect diet. It's about finding a rhythm you can live with. Mine started with admitting where I'd fail: late night, stressed, impulsive. So I didn't build a meal plan. I built for chaos. Still works."
did:plc:6ouc7hhh27vnpg4hofequizq,3lsec6wjkm22s,1750774873581647,2025-06-24T14:21:13.581647+00:00,en,Some #MILF art cards are still available on my shop! #aceo #watercolor   🧙 negavegan.art 🧙  I've been busy with a new day job but still have more art planned. I just have to be much more careful about structuring my free time now.
did:plc:twioctwsdydgipjpzj774hmp,3lsecac6nn22m,1750774909456964,2025-06-24T14:21:49.456964+00:00,en,"Tried to explain to a friend what Leberkäse is bcs I finally had a good vegan one. Learned that this is not a thing outside of Austria and Germany and the world is missing out.  (Don't argue with me if you don't like it, I really don't care)"
did:plc:7vs7fbkam6azcbffwietmmgx,3lseccabcus2c,1750774976993481,2025-06-24T14:22:56.993481+00:00,en,"Boris announce 'Pink' 20th anniversary tour w/ Uniform, Cloakroom & more www.brooklynvegan.com/boris-announ..."
did:plc:djebdhwxfkblhm52ioz4vr3r,3lseccgxq7c25,1750774985527564,2025-06-24T14:23:05.527564+00:00,en,"Pigoneer Pig Of The Day Hazel! Not to be out done by the boys & VeeVee, Hazel is in full coverage wallow mode😆 And doesn't she look gorgeous🐷😍 Join the Pigoneers help support 98 rescue pigs @beneaththewood.bsky.social  For as little as £2.50/$3.58 a month⬇️ globalvegancrowdfunder.org/pigoneer-200..."
did:plc:i65nps5jbiaovmebbd55vlpy,3lsecdt6uf22i,1750775027667376,2025-06-24T14:23:47.667376+00:00,en,I will never not be frustrated by respected journalists still calling it fake meat. I don’t ever recall a period where people called the plant-based milks “fake milk”. And then we wonder why plant-based meat sales never took off but plant milks are now ~15 % of consumption. It’s all psychology.
did:plc:exckilpni2ipeo3iihc7yup3,3lsecpteiuk2f,1750775436297227,2025-06-24T14:30:36.297227+00:00,en,With kind regards from Swiss cows: go vegan! #vegan #cow #animalfriendly #peacefullife #animalwelfare
did:plc:7cg34gjssgtxpcxogvhanl53,3lsecs4jgzk2k,1750775507094444,2025-06-24T14:31:47.094444+00:00,en,NEW Anti-Capitalism YouTube video is UP: - ;  The Culinary Industry Files PART 2 www.youtube.com/watch?v=yAiS...  #truecrime #food #culinary #restaurant #restaurants #cuisines #vegan #veganism #animalrights #conservation #biodiversity #youtube #realitytv #tiktok #japan #influencer #travel #tourism
did:plc:vr7wkf6euhtndc2m3oaacajc,3lsecsgpyak2d,1750775517979691,2025-06-24T14:31:57.979691+00:00,en,"Instead of going to Starbucks today, 🥛 I made my oat milk cappuccino at home, 🔥 set a £20 bill on fire, 🗣 and screamed my name out wrong.  #Vegan #Dairy #OatMilk"
did:plc:cupacm3nx4xoy5iciu6va6xc,3lsedcmb4cc2a,1750776060376566,2025-06-24T14:41:00.376566+00:00,en,"i honestly kinda think that elder scrolls thing where bosmer eschew eating plants and instead can only eat meat is wayy more interesting than like stereotypical ""elves are vegan"" stuff"
did:plc:kf6xoeo4xtw5miq54v2jrhrc,3lsede46tfk2g,1750776118381908,2025-06-24T14:41:58.381908+00:00,en,Delight in the beauty of nature with Love Bath Salts topped with Roses to soften your bathtime. Discover the natural balance and rejuvenation of @plushfigure . .  #sheabutter #beauty #natural #organic #selfcare #plushfigure  #vegan  #organicskincare #essentialoils #Skin #lavenderlove #truffles
